t,px,py,pz,vx,vy,vz,epx,epy,epz,target_speed,target_alt,target_heading,throttle,aileron,elevator,rudder
11.99,169.41,0,-101.879,14.1048,0,-0.16,169.421,-0.00245989,-102.015,18,120,1.88384e-05,0.283781,0.01331,0.08,0
12,169.558,0,-101.88,14.8378,0,-0.16,169.562,-0.00306301,-102.001,18,120,2.34826e-05,0.215134,-0.0123589,0.08,0
12.01,169.7,0,-101.882,14.1513,0,-0.16,169.704,-0.00366865,-101.983,18,120,2.81562e-05,0.21352,-0.00179264,0.08,0
12.02,169.841,0,-101.883,14.1352,0,-0.16,169.845,-0.00426911,-101.95,18,120,3.28001e-05,0.214458,-0.00276051,0.08,0
12.03,169.983,0,-101.885,14.1446,0,-0.16,169.986,-0.00487819,-101.945,18,120,3.75205e-05,0.214462,-0.00187979,0.08,0
12.04,170.124,0,-101.887,14.1446,0,-0.16,170.127,-0.00549224,-101.9,18,120,4.22894e-05,0.213305,-0.00152341,0.08,0
12.05,170.265,0,-101.888,14.133,0,-0.16,170.268,-0.00610331,-101.911,18,120,4.70457e-05,0.212979,-0.0020857,0.08,0
12.06,170.407,0,-101.89,14.1298,0,-0.16,170.41,-0.00670472,-101.928,18,120,5.17378e-05,0.213809,-0.00146051,0.08,0
12.07,170.548,0,-101.891,14.1381,0,-0.16,170.551,-0.00729651,-101.945,18,120,5.63659e-05,0.21392,-0.00250585,0.08,0
12.08,170.69,0,-101.893,14.1392,0,-0.16,170.692,-0.00788776,-101.972,18,120,6.09999e-05,0.212909,-0.00151783,0.08,0
12.09,170.831,0,-101.895,14.1291,0,-0.16,170.833,-0.00848467,-101.986,18,120,6.56878e-05,0.214055,-0.00171246,0.08,0
12.1,170.972,0,-101.896,14.1406,0,-0.16,170.975,-0.0090858,-102.004,18,120,7.04187e-05,0.214354,-0.00234421,0.08,0
12.11,171.114,0,-101.898,14.1435,0,-0.16,171.116,-0.00968379,-102.019,18,120,7.51356e-05,0.214545,-0.00102381,0.08,0
12.12,171.255,0,-101.899,14.1455,0,-0.16,171.257,-0.0102723,-101.994,18,120,7.97893e-05,0.214798,-0.00321008,0.08,0
12.13,171.397,0,-101.901,14.148,0,-0.16,171.398,-0.0108616,-101.997,18,120,8.4459e-05,0.21455,-0.00141919,0.08,0
12.14,171.538,0,-101.903,14.1455,0,-0.16,171.539,-0.0114414,-101.989,18,120,8.90656e-05,0.213592,-0.00200786,0.08,0
12.15,171.679,0,-101.904,14.1359,0,-0.16,171.681,-0.0120121,-101.983,18,120,9.36109e-05,0.214497,-0.00160295,0.08,0
12.16,171.821,0,-101.906,14.145,0,-0.16,171.822,-0.012584,-102,18,120,9.81761e-05,0.216325,-0.00154121,0.08,0
12.17,171.962,0,-101.907,14.1632,0,-0.16,171.963,-0.0131551,-101.99,18,120,0.000102745,0.213975,-0.00172189,0.08,0
12.18,172.104,0,-101.909,14.1397,0,-0.16,172.104,-0.0137284,-102.003,18,120,0.000107341,0.214195,-0.00273177,0.08,0
12.19,172.245,0,-101.911,14.1419,0,-0.16,172.622,0.0802414,-102.021,18,120,-0.000629947,0.0792016,-0.0054575,0.08,0
12.2,172.373,0,-101.912,12.792,0,-0.16,172.764,0.079965,-102.03,18,120,-0.00062848,0.207158,0.000119955,0.08,0
12.21,172.514,0,-101.914,14.0716,0,-0.16,172.907,0.0796851,-102.033,18,120,-0.000626982,0.208953,-0.00120836,0.08,0
12.22,172.655,0,-101.915,14.0895,0,-0.16,173.049,0.0794071,-102.02,18,120,-0.000625496,0.208713,-0.00230522,0.08,0
12.23,172.796,0,-101.917,14.0871,0,-0.16,173.192,0.079129,-102.026,18,120,-0.000624005,0.208019,-0.00152482,0.08,0
12.24,172.936,0,-101.919,14.0802,0,-0.16,173.334,0.0788364,-102.026,18,120,-0.000622397,0.206661,-0.00242953,0.08,0
12.25,173.077,0,-101.92,14.0666,0,-0.16,173.477,0.0785398,-102.004,18,120,-0.000620754,0.208128,-0.00102094,0.08,0
12.26,173.218,0,-101.922,14.0813,0,-0.16,173.619,0.0782492,-102.004,18,120,-0.000619154,0.207346,-0.00191809,0.08,0
12.27,173.359,0,-101.923,14.0735,0,-0.16,173.762,0.0779747,-101.993,18,120,-0.000617679,0.209098,-0.00229969,0.08,0
12.28,173.5,0,-101.925,14.091,0,-0.16,173.904,0.0776887,-101.985,18,120,-0.000616108,0.208654,-0.00208868,0.08,0
12.29,173.64,0,-101.927,14.0865,0,-0.16,174.047,0.0773942,-101.974,18,120,-0.000614466,0.207514,-0.00186213,0.08,0
12.3,173.781,0,-101.928,14.0751,0,-0.16,174.189,0.0771022,-101.963,18,120,-0.000612842,0.206628,-0.00267784,0.08,0
12.31,173.922,0,-101.93,14.0663,0,-0.16,174.331,0.0767991,-101.935,18,120,-0.000611124,0.206095,-0.00115456,0.08,0
12.32,174.063,0,-101.931,14.0609,0,-0.16,174.474,0.0765026,-101.936,18,120,-0.000609456,0.207317,-0.00298531,0.08,0
12.33,174.203,0,-101.933,14.0732,0,-0.16,174.616,0.0761944,-101.945,18,120,-0.00060769,0.208934,-0.00208789,0.08,0
12.34,174.344,0,-101.935,14.0893,0,-0.16,174.759,0.0758927,-101.951,18,120,-0.000605972,0.209193,-0.00137149,0.08,0
12.35,174.485,0,-101.936,14.0919,0,-0.16,174.901,0.0755946,-101.962,18,120,-0.000604279,0.206832,-0.00276144,0.08,0
12.36,174.626,0,-101.938,14.0683,0,-0.16,175.044,0.0752948,-101.962,18,120,-0.000602569,0.209117,-0.00100244,0.08,0
12.37,174.767,0,-101.939,14.0912,0,-0.16,175.186,0.0749972,-101.961,18,120,-0.000600873,0.207106,-0.00198651,0.08,0
12.38,174.907,0,-101.941,14.0711,0,-0.16,175.329,0.0747024,-101.994,18,120,-0.000599194,0.207873,-0.00292897,0.08,0
12.39,175.048,0,-101.943,14.0787,0,-0.16,175.466,-0.0510028,-101.889,18,120,0.000409549,0.215412,0.00406304,0.08,0
12.4,175.19,0,-101.944,14.1541,0,-0.16,175.608,-0.0517379,-101.908,18,120,0.000415928,0.207471,-0.00657123,0.08,0
12.41,175.33,0,-101.946,14.0747,0,-0.16,175.751,-0.0524872,-101.913,18,120,0.000422435,0.209218,-0.00179852,0.08,0
12.42,175.471,0,-101.947,14.0922,0,-0.16,175.893,-0.0532433,-101.907,18,120,0.000429012,0.207844,-0.00147619,0.08,0
12.43,175.612,0,-101.949,14.0784,0,-0.16,176.035,-0.0540065,-101.952,18,120,0.000435661,0.208006,-0.00226685,0.08,0
12.44,175.753,0,-101.951,14.0801,0,-0.16,176.178,-0.054764,-101.971,18,120,0.000442279,0.20911,-0.000806895,0.08,0
12.45,175.894,0,-101.952,14.0911,0,-0.16,176.32,-0.0555226,-101.969,18,120,0.000448922,0.206896,-0.00209937,0.08,0
12.46,176.035,0,-101.954,14.069,0,-0.16,176.463,-0.0562998,-101.957,18,120,0.000455731,0.207595,-0.00274727,0.08,0
12.47,176.175,0,-101.955,14.0759,0,-0.16,176.605,-0.0570744,-101.969,18,120,0.000462534,0.208086,-0.00202354,0.08,0
12.48,176.316,0,-101.957,14.0809,0,-0.16,176.747,-0.0578359,-101.948,18,120,0.000469247,0.208596,-0.00190494,0.08,0
12.49,176.457,0,-101.959,14.086,0,-0.16,176.89,-0.0585997,-101.937,18,120,0.000475993,0.208539,-0.00194175,0.08,0
12.5,176.598,0,-101.96,14.0854,0,-0.16,177.032,-0.0593722,-101.921,18,120,0.000482827,0.20748,-0.00180442,0.08,0
12.51,176.739,0,-101.962,14.0748,0,-0.16,177.174,-0.0601383,-101.935,18,120,0.000489624,0.208104,-0.00256278,0.08,0
12.52,176.879,0,-101.963,14.081,0,-0.16,177.317,-0.0609035,-101.924,18,120,0.000496429,0.208193,-0.00193729,0.08,0
12.53,177.02,0,-101.965,14.0819,0,-0.16,177.459,-0.0616614,-101.941,18,120,0.000503191,0.207057,-0.00138588,0.08,0
12.54,177.161,0,-101.967,14.0706,0,-0.16,177.602,-0.0624223,-101.952,18,120,0.000509993,0.207188,-0.00304451,0.08,0
12.55,177.302,0,-101.968,14.0719,0,-0.16,177.744,-0.0631874,-101.944,18,120,0.000516845,0.208298,-0.00139595,0.08,0
12.56,177.442,0,-101.97,14.083,0,-0.16,177.886,-0.0639459,-101.951,18,120,0.000523659,0.207474,-0.00242735,0.08,0
12.57,177.583,0,-101.971,14.0747,0,-0.16,178.029,-0.0647056,-101.936,18,120,0.000530499,0.208735,-0.00248995,0.08,0
12.58,177.724,0,-101.973,14.0873,0,-0.16,178.171,-0.0654684,-101.942,18,120,0.00053738,0.208285,-0.00133775,0.08,0
12.59,177.865,0,-101.975,14.0829,0,-0.16,178.5,-0.209022,-101.946,18,120,0.00172035,0.145879,0.00382167,0.08,0
12.6,177.999,0,-101.976,13.4588,0,-0.16,178.643,-0.21031,-101.917,18,120,0.00173299,0.205324,-0.00648354,0.08,0
12.61,178.14,0,-101.978,14.0532,0,-0.16,178.786,-0.211588,-101.92,18,120,0.00174558,0.204098,-0.000402998,0.08,0
12.62,178.28,0,-101.979,14.041,0,-0.16,178.929,-0.212875,-101.914,18,120,0.00175827,0.205774,-0.00249921,0.08,0
12.63,178.421,0,-101.981,14.0577,0,-0.16,179.072,-0.214167,-101.924,18,120,0.00177103,0.205544,-0.00222381,0.08,0
12.64,178.562,0,-101.983,14.0554,0,-0.16,179.215,-0.215465,-101.945,18,120,0.00178388,0.20379,-0.00162037,0.08,0
12.65,178.702,0,-101.984,14.0379,0,-0.16,179.358,-0.21677,-101.937,18,120,0.0017968,0.204526,-0.00140872,0.08,0
12.66,178.842,0,-101.986,14.0453,0,-0.16,179.501,-0.218069,-101.977,18,120,0.00180971,0.204323,-0.00179315,0.08,0
12.67,178.983,0,-101.987,14.0432,0,-0.16,179.644,-0.219387,-101.978,18,120,0.00182282,0.204824,-0.00147196,0.08,0
12.68,179.123,0,-101.989,14.0482,0,-0.16,179.787,-0.220709,-101.982,18,120,0.00183598,0.204339,-0.00171951,0.08,0
12.69,179.264,0,-101.991,14.0434,0,-0.16,179.93,-0.222029,-101.998,18,120,0.00184916,0.206162,-0.0024935,0.08,0
12.7,179.404,0,-101.992,14.0616,0,-0.16,180.073,-0.223349,-102.007,18,120,0.00186237,0.20452,-0.00197077,0.08,0
12.71,179.545,0,-101.994,14.0452,0,-0.16,180.216,-0.224675,-102.021,18,120,0.00187567,0.205275,-0.00209353,0.08,0
12.72,179.685,0,-101.995,14.0528,0,-0.16,180.359,-0.225998,-101.997,18,120,0.00188897,0.2054,-0.00130173,0.08,0
12.73,179.826,0,-101.997,14.054,0,-0.16,180.502,-0.227327,-102.027,18,120,0.00190235,0.204938,-0.00135272,0.08,0
12.74,179.966,0,-101.999,14.0494,0,-0.16,180.645,-0.228656,-102.002,18,120,0.00191576,0.204079,-0.00114978,0.08,0
12.75,180.107,0,-102,14.0408,0,-0.16,180.788,-0.22997,-101.991,18,120,0.00192908,0.205078,-0.00194808,0.08,0
12.76,180.247,0,-102.002,14.0508,0,-0.16,180.931,-0.231287,-101.985,18,120,0.00194246,0.204661,-0.00161059,0.08,0
12.77,180.388,0,-102.003,14.0466,0,-0.16,181.074,-0.232598,-101.983,18,120,0.00195582,0.206397,-0.00257093,0.08,0
12.78,180.528,0,-102.005,14.064,0,-0.16,181.217,-0.233907,-101.974,18,120,0.00196919,0.204896,-0.000757666,0.08,0
12.79,180.669,0,-102.007,14.049,0,-0.16,181.111,0.102221,-101.976,18,120,-0.0008598,0.295653,-0.017218,0.08,0
12.8,180.818,0,-102.008,14.9565,0,-0.16,181.253,0.102134,-101.969,18,120,-0.000860098,0.209854,0.00946673,0.08,0
12.81,180.959,0,-102.01,14.0985,0,-0.16,181.395,0.102061,-101.97,18,120,-0.000860513,0.208802,-0.00273893,0.08,0
12.82,181.1,0,-102.011,14.088,0,-0.16,181.537,0.102002,-101.954,18,120,-0.000861044,0.211346,-0.00208946,0.08,0
12.83,181.241,0,-102.013,14.1135,0,-0.16,181.679,0.101935,-101.962,18,120,-0.000861514,0.209155,-0.00212936,0.08,0
12.84,181.382,0,-102.015,14.0916,0,-0.16,181.822,0.101867,-101.965,18,120,-0.000861973,0.208449,-0.0025635,0.08,0
12.85,181.523,0,-102.016,14.0845,0,-0.16,181.964,0.101793,-101.979,18,120,-0.000862388,0.207119,-0.00183582,0.08,0
12.86,181.664,0,-102.018,14.0712,0,-0.16,182.106,0.101729,-101.982,18,120,-0.000862884,0.208906,-0.00249889,0.08,0
12.87,181.805,0,-102.019,14.0891,0,-0.16,182.248,0.101652,-101.977,18,120,-0.000863274,0.208918,-0.00143814,0.08,0
12.88,181.946,0,-102.021,14.0892,0,-0.16,182.39,0.101573,-101.972,18,120,-0.000863643,0.2088,-0.00169284,0.08,0
12.89,182.087,0,-102.023,14.088,0,-0.16,182.532,0.101487,-101.986,18,120,-0.000863957,0.208478,-0.00273574,0.08,0
12.9,182.227,0,-102.024,14.0848,0,-0.16,182.674,0.101397,-101.998,18,120,-0.000864233,0.210194,-0.00198878,0.08,0
12.91,182.368,0,-102.026,14.1019,0,-0.16,182.817,0.101303,-102.006,18,120,-0.000864483,0.20995,-0.00108923,0.08,0
12.92,182.509,0,-102.027,14.0995,0,-0.16,182.959,0.101207,-101.997,18,120,-0.000864714,0.209497,-0.00184209,0.08,0
12.93,182.65,0,-102.029,14.095,0,-0.16,183.101,0.101112,-101.994,18,120,-0.000864951,0.20841,-0.00296335,0.08,0
12.94,182.791,0,-102.031,14.0841,0,-0.16,183.243,0.101022,-101.967,18,120,-0.000865235,0.209529,-0.00108385,0.08,0
12.95,182.932,0,-102.032,14.0953,0,-0.16,183.385,0.100935,-101.942,18,120,-0.000865542,0.209007,-0.00335,0.08,0
12.96,183.073,0,-102.034,14.0901,0,-0.16,183.527,0.100858,-101.943,18,120,-0.000865941,0.209754,-0.0015448,0.08,0
12.97,183.214,0,-102.035,14.0975,0,-0.16,183.67,0.100795,-101.911,18,120,-0.000866454,0.208853,-0.00232842,0.08,0
12.98,183.355,0,-102.037,14.0885,0,-0.16,183.812,0.100739,-101.907,18,120,-0.000867029,0.209236,-0.0025169,0.08,0
12.99,183.496,0,-102.039,14.0924,0,-0.16,184.017,0.109109,-101.892,18,120,-0.000940736,0.181964,-0.000892787,0.08,0
13,183.634,0,-102.04,13.8196,0,-0.16,184.16,0.109147,-101.908,18,120,-0.000942221,0.207875,-0.00292128,0.08,0
13.01,183.775,0,-102.042,14.0788,0,-0.16,184.302,0.109193,-101.888,18,120,-0.000943772,0.208419,-0.000942565,0.08,0
13.02,183.916,0,-102.043,14.0842,0,-0.16,184.444,0.109246,-101.927,18,120,-0.000945394,0.20681,-0.00284386,0.08,0
13.03,184.056,0,-102.045,14.0681,0,-0.16,184.587,0.109315,-101.913,18,120,-0.00094716,0.206711,-0.00156879,0.08,0
13.04,184.197,0,-102.047,14.0671,0,-0.16,184.729,0.109401,-101.894,18,120,-0.000949076,0.207106,-0.00138618,0.08,0
13.05,184.338,0,-102.048,14.0711,0,-0.16,184.872,0.109489,-101.902,18,120,-0.000951015,0.207844,-0.00266104,0.08,0
13.06,184.479,0,-102.05,14.0784,0,-0.16,185.014,0.109587,-101.928,18,120,-0.000953049,0.208461,-0.0022733,0.08,0
13.07,184.619,0,-102.051,14.0846,0,-0.16,185.157,0.109676,-101.927,18,120,-0.000955006,0.207312,-0.00115902,0.08,0
13.08,184.76,0,-102.053,14.0731,0,-0.16,185.299,0.109774,-101.905,18,120,-0.000957041,0.207162,-0.00178362,0.08,0
13.09,184.901,0,-102.055,14.0716,0,-0.16,185.441,0.109867,-101.894,18,120,-0.000959048,0.207081,-0.00369222,0.08,0
13.1,185.042,0,-102.056,14.0708,0,-0.16,185.584,0.109949,-101.848,18,120,-0.000960959,0.208378,-0.000705451,0.08,0
13.11,185.182,0,-102.058,14.0838,0,-0.16,185.726,0.110016,-101.851,18,120,-0.00096274,0.208423,-0.00301818,0.08,0
13.12,185.323,0,-102.059,14.0842,0,-0.16,185.869,0.11008,-101.856,18,120,-0.000964501,0.208906,-0.00172637,0.08,0
13.13,185.464,0,-102.061,14.0891,0,-0.16,186.011,0.110146,-101.881,18,120,-0.000966284,0.207898,-0.00140743,0.08,0
13.14,185.605,0,-102.063,14.079,0,-0.16,186.154,0.1102,-101.873,18,120,-0.000967967,0.208928,-0.00248854,0.08,0
13.15,185.746,0,-102.064,14.0893,0,-0.16,186.296,0.110266,-101.877,18,120,-0.000969767,0.20822,-0.00260817,0.08,0
13.16,185.887,0,-102.066,14.0822,0,-0.16,186.438,0.110319,-101.904,18,120,-0.000971445,0.207368,-0.00210178,0.08,0
13.17,186.027,0,-102.067,14.0737,0,-0.16,186.581,0.110361,-101.913,18,120,-0.000973035,0.208028,-0.00162782,0.08,0
13.18,186.168,0,-102.069,14.0803,0,-0.16,186.723,0.110395,-101.957,18,120,-0.000974556,0.208058,-0.00201156,0.08,0
13.19,186.309,0,-102.071,14.0806,0,-0.16,186.552,0.297559,-101.904,18,120,-0.00262287,0.305253,-0.0116495,0.08,0
13.2,186.46,0,-102.072,15.0525,0,-0.16,186.694,0.298203,-101.907,18,120,-0.00263182,0.213453,0.00525226,0.08,0
13.21,186.601,0,-102.074,14.1345,0,-0.16,186.835,0.298837,-101.894,18,120,-0.00264072,0.211405,-0.00300183,0.08,0
13.22,186.742,0,-102.075,14.1141,0,-0.16,186.977,0.299475,-101.899,18,120,-0.00264967,0.213731,-0.00263835,0.08,0
13.23,186.883,0,-102.077,14.1373,0,-0.16,187.118,0.300114,-101.928,18,120,-0.00265865,0.21136,-0.00203272,0.08,0
13.24,187.024,0,-102.079,14.1136,0,-0.16,187.26,0.300758,-101.941,18,120,-0.00266769,0.212682,-0.00258047,0.08,0
13.25,187.166,0,-102.08,14.1268,0,-0.16,187.401,0.301406,-101.954,18,120,-0.00267681,0.212228,-0.00231355,0.08,0
13.26,187.307,0,-102.082,14.1223,0,-0.16,187.543,0.302069,-101.957,18,120,-0.00268607,0.212194,-0.00242823,0.08,0
13.27,187.448,0,-102.083,14.1219,0,-0.16,187.684,0.302747,-101.977,18,120,-0.00269549,0.212856,-0.00224988,0.08,0
13.28,187.589,0,-102.085,14.1286,0,-0.16,187.826,0.303429,-101.977,18,120,-0.00270497,0.21151,-0.00317164,0.08,0
13.29,187.731,0,-102.087,14.1151,0,-0.16,187.967,0.30411,-101.978,18,120,-0.00271446,0.214126,-0.00230542,0.08,0
13.3,187.872,0,-102.088,14.1413,0,-0.16,188.109,0.304787,-101.976,18,120,-0.00272395,0.212857,-0.00151478,0.08,0
13.31,188.013,0,-102.09,14.1286,0,-0.16,188.25,0.305454,-101.998,18,120,-0.00273337,0.212977,-0.00212285,0.08,0
13.32,188.155,0,-102.091,14.1298,0,-0.16,188.392,0.306132,-101.999,18,120,-0.0027429,0.212041,-0.00398622,0.08,0
13.33,188.296,0,-102.093,14.1204,0,-0.16,188.533,0.306807,-102.002,18,120,-0.00275244,0.212425,-0.000942706,0.08,0
13.34,188.437,0,-102.095,14.1242,0,-0.16,188.674,0.307477,-101.983,18,120,-0.00276196,0.213524,-0.00189926,0.08,0
13.35,188.578,0,-102.096,14.1352,0,-0.16,188.816,0.308147,-101.973,18,120,-0.0027715,0.213768,-0.00309373,0.08,0
13.36,188.72,0,-102.098,14.1377,0,-0.16,188.957,0.308815,-102.007,18,120,-0.00278104,0.212853,-0.00332952,0.08,0
13.37,188.861,0,-102.099,14.1285,0,-0.16,189.099,0.309486,-102.017,18,120,-0.00279064,0.212029,-0.00171241,0.08,0
13.38,189.002,0,-102.101,14.1203,0,-0.16,189.24,0.310144,-102.012,18,120,-0.00280014,0.212616,-0.0024189,0.08,0
13.39,189.144,0,-102.103,14.1262,0,-0.16,189.695,0.130611,-101.984,18,120,-0.00118408,0.108532,0.00704251,0.08,0
13.4,189.274,0,-102.104,13.0853,0,-0.16,189.837,0.130555,-101.991,18,120,-0.00118511,0.207542,-0.00926854,0.08,0
13.41,189.415,0,-102.106,14.0754,0,-0.16,189.98,0.130489,-102.015,18,120,-0.00118604,0.208986,-0.00194208,0.08,0
13.42,189.556,0,-102.107,14.0899,0,-0.16,190.122,0.130417,-102.01,18,120,-0.00118693,0.207454,-0.00227551,0.08,0
13.43,189.697,0,-102.109,14.0745,0,-0.16,190.265,0.130349,-102.019,18,120,-0.00118785,0.206414,-0.00217205,0.08,0
13.44,189.837,0,-102.111,14.0641,0,-0.16,190.407,0.130294,-102.018,18,120,-0.00118889,0.207014,-0.00318286,0.08,0
13.45,189.978,0,-102.112,14.0701,0,-0.16,190.55,0.130246,-102.003,18,120,-0.00119,0.207791,-0.000678651,0.08,0
13.46,190.119,0,-102.114,14.0779,0,-0.16,190.692,0.130194,-102.014,18,120,-0.00119108,0.2075,-0.00205004,0.08,0
13.47,190.26,0,-102.115,14.075,0,-0.16,190.835,0.13014,-102.013,18,120,-0.00119213,0.207048,-0.00254361,0.08,0
13.48,190.4,0,-102.117,14.0705,0,-0.16,190.977,0.130087,-102.012,18,120,-0.00119321,0.206764,-0.00227799,0.08,0
13.49,190.541,0,-102.119,14.0676,0,-0.16,191.12,0.130034,-102.005,18,120,-0.00119429,0.207885,-0.00266184,0.08,0
13.5,190.682,0,-102.12,14.0788,0,-0.16,191.262,0.129975,-102.019,18,120,-0.0011953,0.207671,-0.00192751,0.08,0
13.51,190.823,0,-102.122,14.0767,0,-0.16,191.404,0.129915,-102.024,18,120,-0.00119632,0.207549,-0.0017961,0.08,0
13.52,190.963,0,-102.123,14.0755,0,-0.16,191.547,0.129851,-102.026,18,120,-0.0011973,0.206862,-0.00240319,0.08,0
13.53,191.104,0,-102.125,14.0686,0,-0.16,191.689,0.129794,-102.045,18,120,-0.00119835,0.206836,-0.00225854,0.08,0
13.54,191.245,0,-102.127,14.0684,0,-0.16,191.832,0.129738,-102.031,18,120,-0.00119941,0.207739,-0.00283338,0.08,0
13.55,191.386,0,-102.128,14.0774,0,-0.16,191.974,0.129676,-102.024,18,120,-0.00120042,0.209269,-0.00146719,0.08,0
13.56,191.526,0,-102.13,14.0927,0,-0.16,192.117,0.129609,-102.036,18,120,-0.00120138,0.206429,-0.00283019,0.08,0
13.57,191.667,0,-102.131,14.0643,0,-0.16,192.259,0.129533,-102.028,18,120,-0.00120227,0.208491,-0.00130069,0.08,0
13.58,191.808,0,-102.133,14.0849,0,-0.16,192.402,0.12946,-102.027,18,120,-0.00120318,0.209822,-0.00273379,0.08,0
13.59,191.949,0,-102.135,14.0982,0,-0.16,192.797,0.169306,-102.022,18,120,-0.0015793,0.109677,-0.00442431,0.08,0
13.6,192.08,0,-102.136,13.0968,0,-0.16,192.94,0.16933,-102.024,18,120,-0.00158164,0.202822,-0.00120102,0.08,0
13.61,192.22,0,-102.138,14.0282,0,-0.16,193.084,0.169348,-102.024,18,120,-0.00158393,0.203347,-0.00255047,0.08,0
13.62,192.361,0,-102.139,14.0335,0,-0.16,193.227,0.169357,-102.061,18,120,-0.00158615,0.203329,-0.00131115,0.08,0
13.63,192.501,0,-102.141,14.0333,0,-0.16,193.371,0.169368,-102.097,18,120,-0.00158838,0.20224,-0.00278401,0.08,0
13.64,192.641,0,-102.143,14.0224,0,-0.16,193.514,0.169371,-102.075,18,120,-0.00159055,0.203602,-0.00148559,0.08,0
13.65,192.781,0,-102.144,14.036,0,-0.16,193.657,0.169368,-102.061,18,120,-0.00159266,0.202297,-0.00325052,0.08,0
13.66,192.922,0,-102.146,14.023,0,-0.16,193.801,0.169351,-102.077,18,120,-0.00159465,0.203516,-0.00254449,0.08,0
13.67,193.062,0,-102.147,14.0352,0,-0.16,193.944,0.169329,-102.076,18,120,-0.0015966,0.202234,-0.00188004,0.08,0
13.68,193.202,0,-102.149,14.0223,0,-0.16,194.088,0.169305,-102.111,18,120,-0.00159853,0.203244,-0.00175007,0.08,0
13.69,193.343,0,-102.151,14.0324,0,-0.16,194.231,0.169277,-102.123,18,120,-0.00160044,0.202786,-0.00235644,0.08,0
13.7,193.483,0,-102.152,14.0279,0,-0.16,194.374,0.169237,-102.106,18,120,-0.00160224,0.201546,-0.00326877,0.08,0
13.71,193.623,0,-102.154,14.0155,0,-0.16,194.518,0.169199,-102.081,18,120,-0.00160405,0.202675,-0.00170279,0.08,0
13.72,193.763,0,-102.155,14.0268,0,-0.16,194.661,0.169182,-102.074,18,120,-0.00160608,0.202329,-0.00221754,0.08,0
13.73,193.903,0,-102.157,14.0233,0,-0.16,194.805,0.169153,-102.089,18,120,-0.00160798,0.203424,-0.0019935,0.08,0
13.74,194.044,0,-102.159,14.0342,0,-0.16,194.948,0.169122,-102.111,18,120,-0.00160989,0.203372,-0.0028936,0.08,0
13.75,194.184,0,-102.16,14.0337,0,-0.16,195.091,0.169086,-102.12,18,120,-0.00161175,0.204113,-0.0026154,0.08,0
13.76,194.325,0,-102.162,14.0411,0,-0.16,195.235,0.169028,-102.133,18,120,-0.0016134,0.201952,-0.0012161,0.08,0
13.77,194.465,0,-102.163,14.0195,0,-0.16,195.378,0.168971,-102.113,18,120,-0.00161506,0.201586,-0.00321469,0.08,0
13.78,194.605,0,-102.165,14.0159,0,-0.16,195.522,0.168913,-102.113,18,120,-0.00161673,0.202481,-0.00145065,0.08,0
13.79,194.745,0,-102.167,14.0248,0,-0.16,195.828,0.279249,-102.113,18,120,-0.00268065,0.152323,-0.00841552,0.08,0
13.8,194.88,0,-102.168,13.5232,0,-0.16,195.972,0.279752,-102.096,18,120,-0.0026892,0.200129,0.0021968,0.08,0
13.81,195.02,0,-102.17,14.0013,0,-0.16,196.116,0.280237,-102.09,18,120,-0.00269759,0.200351,-0.00194698,0.08,0
13.82,195.16,0,-102.171,14.0035,0,-0.16,196.26,0.280731,-102.125,18,120,-0.00270609,0.199321,-0.00238152,0.08,0
13.83,195.3,0,-102.173,13.9932,0,-0.16,196.404,0.281225,-102.132,18,120,-0.00271462,0.200768,-0.00295493,0.08,0
13.84,195.44,0,-102.175,14.0077,0,-0.16,196.548,0.281729,-102.127,18,120,-0.00272327,0.199466,-0.00222218,0.08,0
13.85,195.58,0,-102.176,13.9947,0,-0.16,196.692,0.282235,-102.16,18,120,-0.00273196,0.201558,-0.00178333,0.08,0
13.86,195.721,0,-102.178,14.0156,0,-0.16,196.836,0.282742,-102.164,18,120,-0.00274069,0.200309,-0.00322359,0.08,0
13.87,195.861,0,-102.179,14.0031,0,-0.16,196.98,0.283245,-102.163,18,120,-0.0027494,0.198864,-0.00401571,0.08,0
13.88,196,0,-102.181,13.9886,0,-0.16,197.124,0.283738,-102.186,18,120,-0.00275804,0.200449,-0.000756863,0.08,0
13.89,196.141,0,-102.183,14.0045,0,-0.16,197.267,0.284219,-102.167,18,120,-0.00276659,0.198836,-0.00353902,0.08,0
13.9,196.28,0,-102.184,13.9884,0,-0.16,197.411,0.284704,-102.16,18,120,-0.00277519,0.199898,-0.00134091,0.08,0
13.91,196.42,0,-102.186,13.999,0,-0.16,197.555,0.28519,-102.152,18,120,-0.00278384,0.201416,-0.00289607,0.08,0
13.92,196.561,0,-102.187,14.0142,0,-0.16,197.699,0.285661,-102.155,18,120,-0.00279236,0.198661,-0.00247249,0.08,0
13.93,196.7,0,-102.189,13.9866,0,-0.16,197.843,0.286128,-102.144,18,120,-0.00280087,0.199664,-0.0018946,0.08,0
13.94,196.84,0,-102.191,13.9966,0,-0.16,197.987,0.286599,-102.13,18,120,-0.00280943,0.201041,-0.0029367,0.08,0
13.95,196.98,0,-102.192,14.0104,0,-0.16,198.131,0.287066,-102.132,18,120,-0.00281799,0.200886,-0.00296049,0.08,0
13.96,197.121,0,-102.194,14.0089,0,-0.16,198.275,0.287525,-102.142,18,120,-0.00282649,0.200641,-0.000585053,0.08,0
