t,px,py,pz,vx,vy,vz,epx,epy,epz,target_speed,target_alt,target_heading,throttle,aileron,elevator,rudder
0,0,0,-100,15,0,0,0.149996,4.12346e-06,-99.7547,18,120,-1.37518e-08,0.150622,2.01525e-05,0.0601,0
0.01,0.135062,0,-100.001,13.5062,0,-0.1202,0.299994,8.13452e-07,-99.5441,18,120,-2.71422e-09,0.150892,0.00030756,0.0602,0
0.02,0.270151,0,-100.002,13.5089,0,-0.1204,0.449995,-8.64037e-06,-99.3998,18,120,2.88445e-08,0.15162,9.67607e-05,0.0603,0
0.03,0.405313,0,-100.004,13.5162,0,-0.1206,0.599979,-9.13881e-06,-99.7209,18,120,3.05237e-08,0.1541,2.97203e-05,0.0604,0
0.04,0.540723,0,-100.005,13.541,0,-0.1208,0.749968,-1.52729e-05,-99.706,18,120,5.10372e-08,0.152604,-2.41247e-05,0.0605,0
0.05,0.675984,0,-100.006,13.526,0,-0.121,0.899962,-2.278e-05,-99.7174,18,120,7.61617e-08,0.15307,-0.000175783,0.0606,0
0.06,0.811291,0,-100.007,13.5307,0,-0.1212,1.04996,-2.95997e-05,-99.7533,18,120,9.90121e-08,0.153842,0.000163338,0.0607,0
0.07,0.946675,0,-100.008,13.5384,0,-0.1214,1.19995,-4.27844e-05,-99.8609,18,120,1.43187e-07,0.156123,-0.000340105,0.0608,0
0.08,1.08229,0,-100.01,13.5612,0,-0.1216,1.34993,-4.6651e-05,-99.7771,18,120,1.56206e-07,0.155615,0.00114339,0.0609,0
0.09,1.21785,0,-100.011,13.5561,0,-0.1218,1.4999,-4.19618e-05,-99.7598,18,120,1.40575e-07,0.157798,0.000160433,0.061,0
0.1,1.35363,0,-100.012,13.578,0,-0.122,1.64987,-2.95832e-05,-99.8957,18,120,9.91558e-08,0.156813,0.000272442,0.0611,0
0.11,1.48931,0,-100.013,13.5681,0,-0.1222,1.79983,-1.23398e-05,-99.7838,18,120,4.1381e-08,0.157252,-0.00043754,0.0612,0
0.12,1.62504,0,-100.015,13.5725,0,-0.1224,1.9498,-6.28639e-06,-99.6838,18,120,2.10917e-08,0.15831,0.0001719,0.0613,0
0.13,1.76087,0,-100.016,13.5831,0,-0.1226,2.09975,-8.38555e-06,-99.7308,18,120,2.81488e-08,0.159712,0.000463999,0.0614,0
0.14,1.89684,0,-100.017,13.5971,0,-0.1228,2.2497,-1.50433e-05,-99.8847,18,120,5.05233e-08,0.15964,-0.000717875,0.0615,0
0.15,2.0328,0,-100.018,13.5964,0,-0.123,2.39965,-1.80418e-05,-99.8777,18,120,6.06243e-08,0.160491,-0.000368789,0.0616,0
0.16,2.16885,0,-100.019,13.6049,0,-0.1232,2.54957,-9.19763e-06,-99.9795,18,120,3.09216e-08,0.162585,0.000244032,0.0617,0
0.17,2.30511,0,-100.021,13.6259,0,-0.1234,2.6995,-5.28513e-07,-100.045,18,120,1.77771e-09,0.160888,-0.000696856,0.0618,0
0.18,2.4412,0,-100.022,13.6089,0,-0.1236,2.84942,1.50006e-05,-100.067,18,120,-5.04816e-08,0.162125,0.00057922,0.0619,0
0.19,2.57741,0,-100.023,13.6212,0,-0.1238,1.14986,4.04759,-100.048,18,120,-0.013543,1,-0.072616,0.062,0
0.2,2.79741,0,-100.024,22,0,-0.124,1.2857,4.04591,-100.042,18,120,-0.0135436,0.233936,0.0520535,0.0621,0
0.21,2.9408,0,-100.026,14.3394,0,-0.1242,1.42153,4.04423,-99.9859,18,120,-0.0135441,0.234735,2.75265e-05,0.0622,0
0.22,3.08428,0,-100.027,14.3474,0,-0.1244,1.55736,4.04254,-100.055,18,120,-0.0135446,0.236521,-0.00183163,0.0623,0
0.23,3.22793,0,-100.028,14.3652,0,-0.1246,1.6932,4.04086,-100.044,18,120,-0.0135452,0.235908,-0.00181653,0.0624,0
0.24,3.37152,0,-100.029,14.3591,0,-0.1248,1.82904,4.03918,-100.034,18,120,-0.0135457,0.237489,-0.00159181,0.0625,0
0.25,3.51527,0,-100.031,14.3749,0,-0.125,1.96487,4.0375,-100.058,18,120,-0.0135462,0.238347,-0.00119649,0.0626,0
0.26,3.6591,0,-100.032,14.3835,0,-0.1252,2.10071,4.03581,-100.024,18,120,-0.0135467,0.239352,-0.00117533,0.0627,0
0.27,3.80304,0,-100.033,14.3935,0,-0.1254,2.23653,4.03411,-100.017,18,120,-0.0135472,0.24124,-0.00188923,0.0628,0
0.28,3.94716,0,-100.034,14.4124,0,-0.1256,2.37236,4.03241,-99.997,18,120,-0.0135477,0.240464,-0.000630825,0.0629,0
0.29,4.09121,0,-100.036,14.4046,0,-0.1258,2.50818,4.0307,-99.9549,18,120,-0.0135481,0.241272,-0.00174956,0.063,0
0.3,4.23534,0,-100.037,14.4127,0,-0.126,2.64401,4.02898,-100.028,18,120,-0.0135485,0.240511,-0.00111743,0.0631,0
0.31,4.37939,0,-100.038,14.4051,0,-0.1262,2.77983,4.02726,-100.032,18,120,-0.0135489,0.241461,-0.00249112,0.0632,0
0.32,4.52353,0,-100.039,14.4146,0,-0.1264,2.91564,4.02554,-100.067,18,120,-0.0135493,0.242141,-0.00158187,0.0633,0
0.33,4.66775,0,-100.041,14.4214,0,-0.1266,3.05145,4.02382,-100.034,18,120,-0.0135497,0.240827,-0.000461091,0.0634,0
0.34,4.81183,0,-100.042,14.4083,0,-0.1268,3.18727,4.02209,-100.023,18,120,-0.0135501,0.239122,-0.0021625,0.0635,0
0.35,4.95574,0,-100.043,14.3912,0,-0.127,3.3231,4.02037,-100.029,18,120,-0.0135505,0.240538,-0.00130142,0.0636,0
0.36,5.0998,0,-100.045,14.4054,0,-0.1272,3.45894,4.01865,-100.084,18,120,-0.0135509,0.239854,-0.00101989,0.0637,0
0.37,5.24378,0,-100.046,14.3985,0,-0.1274,3.59476,4.01694,-100.08,18,120,-0.0135514,0.242067,-0.00158939,0.0638,0
0.38,5.38799,0,-100.047,14.4207,0,-0.1276,3.73058,4.01524,-100.098,18,120,-0.0135518,0.241711,-0.00246192,0.0639,0
0.39,5.53216,0,-100.048,14.4171,0,-0.1278,4.8025,2.50175,-100.107,18,120,-0.00847462,0.0460692,0.0263023,0.064,0
0.4,5.65677,0,-100.05,12.4607,0,-0.128,4.94016,2.49953,-100.124,18,120,-0.00847105,0.232323,-0.020619,0.0641,0
0.41,5.8,0,-100.051,14.3232,0,-0.1282,5.07782,2.49731,-100.127,18,120,-0.0084675,0.231981,-0.00178723,0.0642,0
0.42,5.9432,0,-100.052,14.3198,0,-0.1284,5.21547,2.4951,-100.13,18,120,-0.00846395,0.231931,-0.000538009,0.0643,0
0.43,6.08639,0,-100.053,14.3193,0,-0.1286,5.35311,2.49289,-100.152,18,120,-0.00846039,0.232857,-0.00117791,0.0644,0
0.44,6.22968,0,-100.055,14.3286,0,-0.1288,5.49075,2.49067,-100.14,18,120,-0.00845682,0.231465,-0.00158597,0.0645,0
0.45,6.37282,0,-100.056,14.3146,0,-0.129,5.62839,2.48845,-100.139,18,120,-0.00845322,0.232348,-0.000851081,0.0646,0
0.46,6.51606,0,-100.057,14.3235,0,-0.1292,5.76603,2.48623,-100.147,18,120,-0.00844963,0.231274,-0.000682965,0.0647,0
0.47,6.65918,0,-100.059,14.3127,0,-0.1294,5.90368,2.484,-100.109,18,120,-0.00844603,0.230563,-0.00142756,0.0648,0
0.48,6.80224,0,-100.06,14.3056,0,-0.1296,6.04132,2.48178,-100.211,18,120,-0.0084424,0.23223,-0.000501079,0.0649,0
0.49,6.94546,0,-100.061,14.3223,0,-0.1298,6.17897,2.47954,-100.278,18,120,-0.00843874,0.231279,-0.000952034,0.065,0
0.5,7.08859,0,-100.063,14.3128,0,-0.13,6.31664,2.47729,-100.235,18,120,-0.00843504,0.230191,-0.00120777,0.0651,0
0.51,7.23161,0,-100.064,14.3019,0,-0.1302,6.4543,2.47503,-100.23,18,120,-0.0084313,0.231836,-0.00108767,0.0652,0
0.52,7.37479,0,-100.065,14.3184,0,-0.1304,6.59196,2.47277,-100.228,18,120,-0.00842754,0.231413,-0.00140485,0.0653,0
0.53,7.51794,0,-100.066,14.3141,0,-0.1306,6.72961,2.4705,-100.188,18,120,-0.00842376,0.23272,-0.000831943,0.0654,0
0.54,7.66121,0,-100.068,14.3272,0,-0.1308,6.86726,2.46823,-100.197,18,120,-0.00841997,0.231644,-0.00111433,0.0655,0
0.55,7.80437,0,-100.069,14.3164,0,-0.131,7.00489,2.46595,-100.2,18,120,-0.00841615,0.23383,-0.00173559,0.0656,0
0.56,7.94776,0,-100.07,14.3383,0,-0.1312,7.14252,2.46367,-100.198,18,120,-0.00841234,0.232483,-0.000523913,0.0657,0
0.57,8.091,0,-100.072,14.3248,0,-0.1314,7.28015,2.4614,-100.243,18,120,-0.00840854,0.230982,-0.000345096,0.0658,0
0.58,8.2341,0,-100.073,14.3098,0,-0.1316,7.41777,2.45914,-100.232,18,120,-0.00840476,0.233289,-0.00101204,0.0659,0
0.59,8.37743,0,-100.074,14.3329,0,-0.1318,8.45378,0.468032,-100.178,18,120,-0.00160534,0,0.0349778,0.066,0
0.6,8.49743,0,-100.076,12,0,-0.132,8.59517,0.463338,-100.159,18,120,-0.00159001,0.213672,-0.026565,0.0661,0
0.61,8.6388,0,-100.077,14.1367,0,-0.1322,8.73655,0.458636,-100.117,18,120,-0.00157464,0.212693,-0.000905122,0.0662,0
0.62,8.78007,0,-100.078,14.1269,0,-0.1324,8.87794,0.453937,-100.121,18,120,-0.00155926,0.212673,-0.0001114,0.0663,0
0.63,8.92133,0,-100.08,14.1267,0,-0.1326,9.01933,0.449241,-100.079,18,120,-0.00154389,0.211969,-1.66387e-06,0.0664,0
0.64,9.06253,0,-100.081,14.1197,0,-0.1328,9.16073,0.444548,-100.095,18,120,-0.0015285,0.211657,0.000559313,0.0665,0
0.65,9.2037,0,-100.082,14.1166,0,-0.133,9.30213,0.439872,-100.034,18,120,-0.00151316,0.212913,-7.12653e-05,0.0666,0
0.66,9.34499,0,-100.084,14.1291,0,-0.1332,9.44354,0.435193,-100.069,18,120,-0.00149779,0.212011,-0.000732832,0.0667,0
0.67,9.48619,0,-100.085,14.1201,0,-0.1334,9.58495,0.430514,-100.121,18,120,-0.00148241,0.211589,-0.000943252,0.0668,0
0.68,9.62735,0,-100.086,14.1159,0,-0.1336,9.72637,0.42585,-100.055,18,120,-0.00146706,0.21235,-5.33736e-05,0.0669,0
0.69,9.76858,0,-100.088,14.1235,0,-0.1338,9.86779,0.421191,-100.07,18,120,-0.00145172,0.211723,0.000756595,0.067,0
0.7,9.90976,0,-100.089,14.1172,0,-0.134,10.0092,0.416517,-100.088,18,120,-0.00143631,0.210704,-0.000897955,0.0671,0
0.71,10.0508,0,-100.09,14.107,0,-0.1342,10.1507,0.411847,-100.111,18,120,-0.0014209,0.211339,-0.000370971,0.0672,0
0.72,10.192,0,-100.092,14.1134,0,-0.1344,10.2921,0.407182,-100.088,18,120,-0.00140549,0.211929,-0.000571484,0.0673,0
0.73,10.3332,0,-100.093,14.1193,0,-0.1346,10.4336,0.402504,-100.075,18,120,-0.00139002,0.2116,-0.000335363,0.0674,0
0.74,10.4743,0,-100.094,14.116,0,-0.1348,10.5751,0.397813,-100.114,18,120,-0.00137449,0.21058,-0.000103422,0.0675,0
0.75,10.6154,0,-100.096,14.1058,0,-0.135,10.7165,0.393116,-100.124,18,120,-0.00135893,0.213766,-0.000607731,0.0676,0
0.76,10.7567,0,-100.097,14.1377,0,-0.1352,10.858,0.388422,-100.143,18,120,-0.00134336,0.212721,1.96845e-05,0.0677,0
0.77,10.898,0,-100.098,14.1272,0,-0.1354,10.9995,0.38371,-100.173,18,120,-0.00132771,0.212906,-0.000993031,0.0678,0
0.78,11.0393,0,-100.1,14.1291,0,-0.1356,11.1409,0.378998,-100.183,18,120,-0.00131205,0.212315,0.000348852,0.0679,0
0.79,11.1805,0,-100.101,14.1231,0,-0.1358,11.6569,-0.185132,-100.164,18,120,0.000642055,0.115415,0.00980387,0.068,0
0.8,11.3121,0,-100.102,13.1541,0,-0.136,11.7993,-0.190483,-100.161,18,120,0.000660939,0.206735,-0.00734414,0.0681,0
0.81,11.4528,0,-100.104,14.0673,0,-0.1362,11.9416,-0.195827,-100.167,18,120,0.000679816,0.208105,0.000197266,0.0682,0
0.82,11.5936,0,-100.105,14.0811,0,-0.1364,12.084,-0.20116,-100.161,18,120,0.000698675,0.207341,-0.000467786,0.0683,0
0.83,11.7343,0,-100.107,14.0734,0,-0.1366,12.2264,-0.206505,-100.194,18,120,0.000717595,0.207237,-3.91372e-05,0.0684,0
0.84,11.875,0,-100.108,14.0724,0,-0.1368,12.3687,-0.211847,-100.202,18,120,0.000736521,0.207704,0.000543728,0.0685,0
0.85,12.0158,0,-100.109,14.077,0,-0.137,12.5111,-0.217204,-100.23,18,120,0.00075552,0.208746,-0.00105804,0.0686,0
0.86,12.1567,0,-100.111,14.0875,0,-0.1372,12.6534,-0.222555,-100.266,18,120,0.000774518,0.209121,-0.000482018,0.0687,0
0.87,12.2976,0,-100.112,14.0912,0,-0.1374,12.7958,-0.227912,-100.257,18,120,0.000793555,0.208009,-0.000198367,0.0688,0
0.88,12.4384,0,-100.113,14.0801,0,-0.1376,12.9381,-0.233261,-100.282,18,120,0.000812582,0.208039,0.00140549,0.0689,0
0.89,12.5792,0,-100.115,14.0804,0,-0.1378,13.0805,-0.238609,-100.312,18,120,0.000831623,0.207001,-0.000598347,0.069,0
0.9,12.7199,0,-100.116,14.07,0,-0.138,13.2228,-0.243959,-100.323,18,120,0.00085069,0.208263,-0.000454287,0.0691,0
0.91,12.8607,0,-100.118,14.0826,0,-0.1382,13.3651,-0.249299,-100.322,18,120,0.000869744,0.209083,-0.000364739,0.0692,0
0.92,13.0016,0,-100.119,14.0908,0,-0.1384,13.5075,-0.254638,-100.3,18,120,0.00088881,0.208157,-0.000921215,0.0693,0
0.93,13.1424,0,-100.12,14.0816,0,-0.1386,13.6498,-0.259968,-100.343,18,120,0.000907866,0.207168,0.000223832,0.0694,0
0.94,13.2832,0,-100.122,14.0717,0,-0.1388,13.7921,-0.265287,-100.327,18,120,0.000926903,0.207772,-0.000638183,0.0695,0
0.95,13.4239,0,-100.123,14.0777,0,-0.139,13.9345,-0.270614,-100.302,18,120,0.000945985,0.208555,-3.38241e-05,0.0696,0
0.96,13.5648,0,-100.125,14.0855,0,-0.1392,14.0768,-0.275945,-100.296,18,120,0.0009651,0.206669,-9.85791e-05,0.0697,0
0.97,13.7055,0,-100.126,14.0667,0,-0.1394,14.2191,-0.281263,-100.245,18,120,0.000984192,0.207226,0.000860705,0.0698,0
0.98,13.8462,0,-100.127,14.0723,0,-0.1396,14.3615,-0.28658,-100.273,18,120,0.0010033,0.207588,-0.00150679,0.0699,0
0.99,13.9869,0,-100.129,14.0759,0,-0.1398,13.6314,-0.986171,-100.28,18,120,0.0034437,0.501851,0.0132329,0.07,0
1,14.1571,0,-100.13,17.0185,0,-0.14,13.7709,-0.993162,-100.254,18,120,0.0034698,0.221138,-0.00911076,0.0701,0
1.01,14.2992,0,-100.132,14.2114,0,-0.1402,13.9103,-1.00015,-100.244,18,120,0.00349592,0.222009,0.000452057,0.0702,0
1.02,14.4414,0,-100.133,14.2201,0,-0.1404,14.0498,-1.00715,-100.202,18,120,0.00352209,0.22188,-0.00137685,0.0703,0
1.03,14.5836,0,-100.134,14.2188,0,-0.1406,14.1893,-1.01413,-100.183,18,120,0.00354825,0.22289,0.00211491,0.0704,0
1.04,14.7259,0,-100.136,14.2289,0,-0.1408,14.3287,-1.02112,-100.183,18,120,0.00357443,0.22071,-0.00123836,0.0705,0
1.05,14.868,0,-100.137,14.2071,0,-0.141,14.4682,-1.02812,-100.184,18,120,0.0036007,0.222581,0.000902682,0.0706,0
1.06,15.0102,0,-100.139,14.2258,0,-0.1412,14.6077,-1.03513,-100.188,18,120,0.00362701,0.221997,-0.000553346,0.0707,0
1.07,15.1524,0,-100.14,14.22,0,-0.1414,14.7471,-1.04212,-100.206,18,120,0.00365331,0.22132,0.000147531,0.0708,0
1.08,15.2946,0,-100.141,14.2132,0,-0.1416,14.8866,-1.04911,-100.169,18,120,0.00367962,0.221099,0.000429265,0.0709,0
1.09,15.4367,0,-100.143,14.211,0,-0.1418,15.0261,-1.0561,-100.18,18,120,0.00370595,0.221383,0.00100567,0.071,0
1.1,15.5788,0,-100.144,14.2138,0,-0.142,15.1655,-1.06307,-100.199,18,120,0.00373221,0.223406,-0.000422585,0.0711,0
1.11,15.7212,0,-100.146,14.2341,0,-0.1422,15.305,-1.07003,-100.191,18,120,0.0037585,0.221867,6.76423e-05,0.0712,0
1.12,15.8633,0,-100.147,14.2187,0,-0.1424,15.4445,-1.077,-100.183,18,120,0.00378482,0.221059,0.000100606,0.0713,0
1.13,16.0055,0,-100.148,14.2106,0,-0.1426,15.5839,-1.08396,-100.184,18,120,0.00381114,0.222123,0.000733283,0.0714,0
1.14,16.1477,0,-100.15,14.2212,0,-0.1428,15.7234,-1.09092,-100.176,18,120,0.0038375,0.220923,-0.000542139,0.0715,0
1.15,16.2898,0,-100.151,14.2092,0,-0.143,15.8629,-1.09789,-100.249,18,120,0.00386391,0.221958,0.000629057,0.0716,0
1.16,16.432,0,-100.153,14.2196,0,-0.1432,16.0024,-1.10486,-100.256,18,120,0.00389036,0.22127,0.000171134,0.0717,0
1.17,16.5741,0,-100.154,14.2127,0,-0.1434,16.1418,-1.11182,-100.269,18,120,0.00391679,0.222316,0.000339503,0.0718,0
1.18,16.7163,0,-100.156,14.2232,0,-0.1436,16.2813,-1.11877,-100.282,18,120,0.00394322,0.222278,-0.000431813,0.0719,0
1.19,16.8585,0,-100.157,14.2228,0,-0.1438,16.2901,-0.349232,-100.274,18,120,0.00123095,0.24322,-0.0136643,0.072,0
1.2,17.0029,0,-100.159,14.4322,0,-0.144,16.4295,-0.352884,-100.257,18,120,0.00124443,0.222043,0.00900737,0.0721,0
1.21,17.1451,0,-100.16,14.2204,0,-0.1442,16.5689,-0.356539,-100.27,18,120,0.00125794,0.223119,6.98206e-06,0.0722,0
1.22,17.2874,0,-100.161,14.2312,0,-0.1444,16.7083,-0.360207,-100.262,18,120,0.00127151,0.222453,0.00131079,0.0723,0
1.23,17.4296,0,-100.163,14.2245,0,-0.1446,16.8477,-0.363878,-100.258,18,120,0.0012851,0.221122,-0.000834317,0.0724,0
1.24,17.5717,0,-100.164,14.2112,0,-0.1448,16.9871,-0.367546,-100.256,18,120,0.00129869,0.22323,0.000317434,0.0725,0
1.25,17.7141,0,-100.166,14.2323,0,-0.145,17.1265,-0.37122,-100.267,18,120,0.00131232,0.222655,-0.00054119,0.0726,0
1.26,17.8563,0,-100.167,14.2265,0,-0.1452,17.2659,-0.374883,-100.254,18,120,0.00132592,0.221323,0.000212079,0.0727,0
1.27,17.9985,0,-100.169,14.2132,0,-0.1454,17.4054,-0.37853,-100.231,18,120,0.00133948,0.222151,-0.000119549,0.0728,0
1.28,18.1407,0,-100.17,14.2215,0,-0.1456,17.5448,-0.382164,-100.223,18,120,0.00135301,0.222119,-0.00109339,0.0729,0
1.29,18.2829,0,-100.172,14.2212,0,-0.1458,17.6842,-0.38579,-100.222,18,120,0.00136652,0.222785,0.00129111,0.073,0
1.3,18.4252,0,-100.173,14.2279,0,-0.146,17.8236,-0.389419,-100.239,18,120,0.00138006,0.223736,-0.000857,0.0731,0
1.31,18.5675,0,-100.174,14.2374,0,-0.1462,17.9631,-0.393042,-100.227,18,120,0.00139358,0.221951,9.34981e-05,0.0732,0
1.32,18.7097,0,-100.176,14.2195,0,-0.1464,18.1025,-0.396652,-100.271,18,120,0.00140708,0.221402,-0.00080906,0.0733,0
1.33,18.8519,0,-100.177,14.214,0,-0.1466,18.242,-0.400268,-100.289,18,120,0.00142061,0.221931,0.00179458,0.0734,0
1.34,18.9941,0,-100.179,14.2193,0,-0.1468,18.3814,-0.403889,-100.304,18,120,0.00143417,0.222619,-0.000759276,0.0735,0
1.35,19.1363,0,-100.18,14.2262,0,-0.147,18.5208,-0.407502,-100.359,18,120,0.00144772,0.223684,0.000522343,0.0736,0
1.36,19.2787,0,-100.182,14.2368,0,-0.1472,18.6603,-0.411121,-100.364,18,120,0.0014613,0.22323,-0.000227714,0.0737,0
1.37,19.421,0,-100.183,14.2323,0,-0.1474,18.7997,-0.41475,-100.368,18,120,0.00147493,0.220766,-0.0012111,0.0738,0
1.38,19.5631,0,-100.185,14.2077,0,-0.1476,18.9391,-0.418365,-100.361,18,120,0.00148852,0.222975,0.00120317,0.0739,0
1.39,19.7054,0,-100.186,14.2298,0,-0.1478,18.8662,-0.356832,-100.386,18,120,0.00126926,0.283271,-0.0018383,0.074,0
1.4,19.8537,0,-100.188,14.8327,0,-0.148,19.005,-0.359833,-100.378,18,120,0.00128057,0.2253,0.000550099,0.0741,0
1.41,19.9962,0,-100.189,14.253,0,-0.1482,19.1439,-0.362838,-100.38,18,120,0.0012919,0.225822,-4.16851e-05,0.0742,0
1.42,20.1388,0,-100.191,14.2582,0,-0.1484,19.2828,-0.365846,-100.371,18,120,0.00130325,0.225294,0.000601506,0.0743,0
1.43,20.2814,0,-100.192,14.2529,0,-0.1486,19.4217,-0.368846,-100.34,18,120,0.00131459,0.226829,-0.00112833,0.0744,0
1.44,20.424,0,-100.194,14.2683,0,-0.1488,19.5605,-0.371841,-100.405,18,120,0.00132592,0.22563,0.00113053,0.0745,0
1.45,20.5666,0,-100.195,14.2563,0,-0.149,19.6994,-0.374822,-100.407,18,120,0.00133721,0.224432,0.000557672,0.0746,0
1.46,20.7091,0,-100.197,14.2443,0,-0.1492,19.8383,-0.377805,-100.402,18,120,0.00134852,0.225436,-0.00124153,0.0747,0
1.47,20.8516,0,-100.198,14.2544,0,-0.1494,19.9771,-0.380798,-100.432,18,120,0.00135988,0.225377,-0.000262638,0.0748,0
1.48,20.9941,0,-100.2,14.2538,0,-0.1496,20.116,-0.38379,-100.441,18,120,0.00137125,0.224363,0.00033686,0.0749,0
1.49,21.1366,0,-100.201,14.2436,0,-0.1498,20.2549,-0.386785,-100.432,18,120,0.00138263,0.225801,-0.0014205,0.075,0
1.5,21.2791,0,-100.203,14.258,0,-0.15,20.3938,-0.389785,-100.407,18,120,0.00139405,0.225212,0.00119519,0.0751,0
1.51,21.4217,0,-100.204,14.2521,0,-0.1502,20.5327,-0.392789,-100.407,18,120,0.00140549,0.224615,0.000252761,0.0752,0
1.52,21.5641,0,-100.206,14.2462,0,-0.1504,20.6716,-0.395791,-100.409,18,120,0.00141694,0.223255,-0.000557032,0.0753,0
1.53,21.7065,0,-100.207,14.2325,0,-0.1506,20.8105,-0.398789,-100.419,18,120,0.00142838,0.22665,-0.00030789,0.0754,0
1.54,21.8491,0,-100.209,14.2665,0,-0.1508,20.9494,-0.401796,-100.441,18,120,0.00143987,0.225534,0.000877179,0.0755,0
1.55,21.9917,0,-100.21,14.2553,0,-0.151,21.0883,-0.404809,-100.442,18,120,0.00145139,0.226237,-0.00093658,0.0756,0
1.56,22.1343,0,-100.212,14.2624,0,-0.1512,21.2272,-0.407807,-100.425,18,120,0.00146287,0.225953,-0.000158735,0.0757,0
1.57,22.2769,0,-100.213,14.2595,0,-0.1514,21.366,-0.410798,-100.417,18,120,0.00147433,0.226071,-0.00041829,0.0758,0
1.58,22.4195,0,-100.215,14.2607,0,-0.1516,21.5049,-0.413791,-100.406,18,120,0.00148581,0.224413,-0.000521629,0.0759,0
1.59,22.5619,0,-100.216,14.2441,0,-0.1518,21.8911,-0.282338,-100.447,18,120,0.0010152,0.0868402,-0.00248729,0.076,0
1.6,22.6906,0,-100.218,12.8684,0,-0.152,22.0313,-0.284544,-100.434,18,120,0.00102366,0.217717,0.00212337,0.0761,0
1.61,22.8324,0,-100.219,14.1772,0,-0.1522,22.1715,-0.286753,-100.451,18,120,0.00103212,0.21952,-3.02541e-05,0.0762,0
1.62,22.9743,0,-100.221,14.1952,0,-0.1524,22.3118,-0.288959,-100.467,18,120,0.00104059,0.21844,0.000383244,0.0763,0
1.63,23.1162,0,-100.222,14.1844,0,-0.1526,22.452,-0.291171,-100.472,18,120,0.00104908,0.219792,-0.000794328,0.0764,0
1.64,23.2582,0,-100.224,14.1979,0,-0.1528,22.5922,-0.293373,-100.506,18,120,0.00105755,0.220515,-0.000192942,0.0765,0
1.65,23.4002,0,-100.225,14.2052,0,-0.153,22.7324,-0.295572,-100.498,18,120,0.00106602,0.219501,-3.84691e-05,0.0766,0
1.66,23.5422,0,-100.227,14.195,0,-0.1532,22.8726,-0.297765,-100.474,18,120,0.00107447,0.218839,-0.000260798,0.0767,0
1.67,23.6841,0,-100.228,14.1884,0,-0.1534,23.0128,-0.29995,-100.483,18,120,0.0010829,0.218513,-0.000158882,0.0768,0
1.68,23.8259,0,-100.23,14.1851,0,-0.1536,23.153,-0.302139,-100.498,18,120,0.00109136,0.218294,0.000256117,0.0769,0
1.69,23.9677,0,-100.232,14.1829,0,-0.1538,23.2932,-0.304328,-100.489,18,120,0.00109982,0.217502,5.26852e-05,0.077,0
1.7,24.1095,0,-100.233,14.175,0,-0.154,23.4334,-0.306505,-100.46,18,120,0.00110825,0.218047,-0.000702679,0.0771,0
1.71,24.2513,0,-100.235,14.1805,0,-0.1542,23.5737,-0.308677,-100.459,18,120,0.00111667,0.218392,0.00111246,0.0772,0
1.72,24.3931,0,-100.236,14.1839,0,-0.1544,23.7139,-0.310858,-100.432,18,120,0.00112513,0.219085,-0.000353978,0.0773,0
1.73,24.535,0,-100.238,14.1909,0,-0.1546,23.8541,-0.31303,-100.419,18,120,0.00113357,0.220076,-0.000940627,0.0774,0
1.74,24.677,0,-100.239,14.2008,0,-0.1548,23.9943,-0.315203,-100.352,18,120,0.00114201,0.220301,-0.000329949,0.0775,0
1.75,24.8191,0,-100.241,14.203,0,-0.155,24.1345,-0.317376,-100.348,18,120,0.00115047,0.21849,-0.000151497,0.0776,0
1.76,24.9609,0,-100.242,14.1849,0,-0.1552,24.2747,-0.319539,-100.348,18,120,0.0011589,0.218919,-0.000349459,0.0777,0
1.77,25.1028,0,-100.244,14.1892,0,-0.1554,24.4149,-0.321703,-100.334,18,120,0.00116734,0.219395,0.000140629,0.0778,0
1.78,25.2448,0,-100.245,14.1939,0,-0.1556,24.5551,-0.323857,-100.373,18,120,0.00117576,0.219441,-0.000556282,0.0779,0
1.79,25.3867,0,-100.247,14.1944,0,-0.1558,24.7895,-0.0605024,-100.395,18,120,0.00021984,0.193181,-0.00481023,0.078,0
1.8,25.526,0,-100.249,13.9318,0,-0.156,24.93,-0.0612929,-100.377,18,120,0.000222827,0.217767,0.00404287,0.0781,0
1.81,25.6678,0,-100.25,14.1777,0,-0.1562,25.0704,-0.0620819,-100.383,18,120,0.00022581,0.218411,-0.000838022,0.0782,0
1.82,25.8096,0,-100.252,14.1841,0,-0.1564,25.2108,-0.0628545,-100.374,18,120,0.000228737,0.217795,-0.00126594,0.0783,0
1.83,25.9514,0,-100.253,14.1779,0,-0.1566,25.3513,-0.0636143,-100.41,18,120,0.000231621,0.217444,0.000879663,0.0784,0
1.84,26.0932,0,-100.255,14.1744,0,-0.1568,25.4917,-0.0643719,-100.419,18,120,0.000234499,0.218242,-0.00127265,0.0785,0
1.85,26.235,0,-100.256,14.1824,0,-0.157,25.6322,-0.0651181,-100.415,18,120,0.000237339,0.217211,0.000206362,0.0786,0
1.86,26.3767,0,-100.258,14.1721,0,-0.1572,25.7727,-0.0658581,-100.443,18,120,0.000240159,0.217235,0.00050562,0.0787,0
1.87,26.5184,0,-100.26,14.1723,0,-0.1574,25.9131,-0.0665934,-100.429,18,120,0.000242964,0.217074,-0.0014265,0.0788,0
